datasetTitle,source
Stock market total value traded to GDP (%),1
Stock market turnover ratio (value traded/capitalization) (%),1
"Stock Markets, LCU",1
"Stock Markets, US$",1
"Stocks traded, total value (% of GDP)",1
"Stocks traded, total value (current US$)",1
"Stocks traded, turnover ratio (%)",1
Strength of investor protection index (0 to 10),1
Strength of legal rights index (0=weak to 10=strong),1
"Student enrollment, primary, female",1
"Student enrollment, secondary, female",1
"Student enrollment, tertiary, female",1
"Student enrollment, tertiary, male",1
"Student enrollment, tertiary, total",1
Subsidies (current LCU; from SNA),1
Subsidies (current US$),1
"Subsidies (GFS, current LCU)",1
Subsidies and other transfers (% of expense),1
Subsidies and other transfers (current LCU),1
"Sugar, EU, cents/kg, constant 2000$",1
"Sugar, EU, cents/kg, current$",1
"Sugar, US, cents/kg, constant 2000$",1
"Sugar, US, cents/kg, current$",1
"Sugar, world, cents/kg, constant 2000$",1
"Sugar, world, cents/kg, current$",1
Surface area (ha),1
Surface area (sq. km),1
Survival rate to grade 4. Female,1
Survival rate to grade 4. Male,1
Survival rate to grade 4. Total,1
Survival rate to last grade of lower secondary (General programmes). Female,1
Survival rate to last grade of lower secondary (General programmes). Male,1
Survival rate to last grade of lower secondary (General programmes). Total,1
"Survival to age 65, female (% of cohort)",1
"Survival to age 65, male (% of cohort)",1
Sustainable Economic Opportunity,1
Targeting Differential (coverage of the poor minus leakage)- All Social Insurance (%),1
Targeting Differential (coverage of the poor minus leakage)- All Social Protection (%),1
Targeting Differential (coverage of the poor minus leakage)- All Social Safety Nets (%),1
Targeting Differential (coverage of the poor minus leakage)- Cash Transfer (%),1
Targeting Differential (coverage of the poor minus leakage)- Conditional Cash Transfer (%),1
Targeting Differential (coverage of the poor minus leakage)- Family/Child allowances (%),1
Targeting Differential (coverage of the poor minus leakage)- In-Kind (%),1
Targeting Differential (coverage of the poor minus leakage)- Old Age Contributory (%),1
Targeting Differential (coverage of the poor minus leakage)- other SSN (%),1
Targeting Differential (coverage of the poor minus leakage)- Private Transfers (%),1
Targeting Differential (coverage of the poor minus leakage)- Public Works (%),1
Targeting Differential (coverage of the poor minus leakage)- School-feeding (%),1
Targeting Differential (coverage of the poor minus leakage)- Social Pension (%),1
Targeting Differential (coverage of the poor minus leakage)- Social Security (%),1
Targeting Differential (coverage of the poor minus leakage)- Unemp benefits and ALMP (%),1
"Tariff barriers, dispersion around the mean, all products (%)",1
"Tariff barriers, dispersion around the mean, manufactured products (%)",1
"Tariff barriers, dispersion around the mean, primary products (%)",1
"Tariff barriers, share of lines bound, all products (%)",1
"Tariff barriers, share of lines bound, manufactured products (%)",1
"Tariff barriers, share of lines bound, primary products (%)",1
"Tariff barriers, share of lines domestic peaks, all products (%)",1
"Tariff barriers, share of lines domestic peaks, manufactured products (%)",1
"Tariff barriers, share of lines domestic peaks, primary (%)",1
"Tariff rate, applied, simple mean, all products (%)",1
"Tariff rate, applied, simple mean, manufactured products (%)",1
"Tariff rate, applied, simple mean, primary products (%)",1
"Tariff rate, applied, weighted mean, all products (%)",1
"Tariff rate, applied, weighted mean, manufactured products (%)",1
"Tariff rate, applied, weighted mean, primary products (%)",1
"Tariff rate, most favored nation, simple mean, all products (%)",1
"Tariff rate, most favored nation, simple mean, manufactured products (%)",1
"Tariff rate, most favored nation, simple mean, primary products (%)",1
"Tariff rate, most favored nation, weighted mean, all products (%)",1
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",1
"Tariff rate, most favored nation, weighted mean, primary products (%)",1
Tax Administration (% of firms identifying this as major constraint),1
Tax administration (% of managers surveyed ranking this as a major constraint),1
Tax payments (number),1
Tax rates (% of firms identifying this as major constraint),1
Tax rates (% of managers surveyed ranking this as a major constraint),1
Tax revenue (% of GDP),1
Tax revenue (current LCU),1
Taxes on exports (% of tax revenue),1
Taxes on exports (current LCU),1
Taxes on goods and services (% of revenue),1
Taxes on goods and services (% value added of industry and services),1
Taxes on goods and services (current LCU),1
"Taxes on goods and services, GB (current LCU)",1
"Taxes on income, profits and capital gains (% of revenue)",1
"Taxes on income, profits and capital gains (% of total taxes)",1
"Taxes on income, profits and capital gains (current LCU)",1
Taxes on international trade (% of revenue),1
Taxes on international trade (current LCU),1
"Taxes on international trade, GB (current LCU)",1
"Tea, acutions (3) average, cents/kg, current$",1
"Tea, auctions (3) average, cents/kg, constant 2000$",1
"Tea, Colombo auctions, cents/kg, constant 2000$",1
"Tea, Colombo auctions, cents/kg, current$",1
"Tea, Kokata auctions, cents/kg, constant 2000$",1
"Tea, Kokata auctions, cents/kg, current$",1
"Tea, Mombasa auctions, cents/kg, constant 2000$",1
"Tea, Mombasa auctions, cents/kg, current$",1
Teachers' salaries (% of current education expenditure),1
Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Total,1
Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Total,1
Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Total,1
Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Female,1
Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Total,1
Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,1
Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,1
Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Total,1
Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Female,1
Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Total,1
Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,1
Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,1
Teaching staff in pre-primary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in pre-primary. Public and private. Full and part-time. All programmes. Total,1
Teaching staff in primary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in total secondary. Public and private. Full and part-time. All programmes. Male,1
Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Female,1
Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Total,1
Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,1
Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,1
Teaching staff in total tertiary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Female,1
Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Total,1
Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Female,1
Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Total,1
Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,1
Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,1
"Technical cooperation grants (BoP, current US$)",1
Technical/vocational enrolment in lower secondary (ISCED 2) as % of total enrolment in lower secondary (ISCED 2),1
Technical/vocational enrolment in upper secondary (ISCED 3) as % of total enrolment in upper secondary (ISCED 3),1
Technicians in R&D (per million people),1
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1
Telecommunication equipment - export (current US$),1
Telecommunication equipment - import (current US$),1
Telecommunications investment (% of revenue),1
Telecommunications investment (current LCU),1
Telecommunications revenue (% GDP),1
Telecommunications revenue (current LCU),1
"Telephone (mainlines and mobile phone) subscribers (per 1,000 people)",1
Telephone average cost of call to US (US$ per three minutes),1
Telephone faults (per 100 mainlines),1
Telephone faults cleared by next working day (%),1
Telephone lines,1
Telephone lines (per 100 people),1
"Telephone mainlines (per 1,000 people)",1
Terms of Trade,1
